,activation,filters,imfs,lags,maxpool,timesteps,score,preprocess
0,relu,2,4,6,True,168,6.838197288536301,std
1,relu,2,4,6,False,168,3.8033675445626502,std
2,relu,2,4,12,True,168,9.108620347368591,std
3,relu,2,4,12,False,168,2.954467657156523,std
4,relu,2,4,18,True,168,11.354580341560913,std
5,relu,2,4,18,False,168,2.967680308371628,std
6,relu,2,4,24,True,168,9.665410195081828,std
7,relu,2,4,24,False,168,3.0099523122477514,std
8,relu,2,4,30,True,168,11.717050709399848,std
9,relu,2,4,30,False,168,2.873013487341129,std
10,relu,2,4,36,True,168,12.247919812151586,std
11,relu,2,4,36,False,168,2.78123824673404,std
12,relu,2,4,42,True,168,10.38890956519492,std
13,relu,2,4,42,False,168,2.760935984725548,std
14,relu,2,4,48,True,168,11.613201602603743,std
15,relu,2,4,48,False,168,2.734069713045145,std
16,relu,3,4,6,True,168,7.737855092476215,std
17,relu,3,4,6,False,168,3.8089873223565713,std
18,relu,3,4,12,True,168,8.085794128245238,std
19,relu,3,4,12,False,168,2.533871225286219,std
20,relu,3,4,18,True,168,10.271979410627695,std
21,relu,3,4,18,False,168,2.8669740067920495,std
22,relu,3,4,24,True,168,8.765981955102712,std
23,relu,3,4,24,False,168,2.9659072504925708,std
24,relu,3,4,30,True,168,11.39969427412771,std
25,relu,3,4,30,False,168,3.1668766934790757,std
26,relu,3,4,36,True,168,11.291970531859203,std
27,relu,3,4,36,False,168,2.9165683371459235,std
28,relu,3,4,42,True,168,9.468803893940578,std
29,relu,3,4,42,False,168,2.4489053068840096,std
30,relu,3,4,48,True,168,12.435153702621333,std
31,relu,3,4,48,False,168,2.76212465343234,std
32,relu,4,4,6,True,168,6.151471752989875,std
33,relu,4,4,6,False,168,2.4122831211082922,std
34,relu,4,4,12,True,168,6.8362026217226735,std
35,relu,4,4,12,False,168,2.3810586031916627,std
36,relu,4,4,18,True,168,9.625645380950818,std
37,relu,4,4,18,False,168,2.5758826508424746,std
38,relu,4,4,24,True,168,7.63731456753175,std
39,relu,4,4,24,False,168,2.7226543031635453,std
40,relu,4,4,30,True,168,10.988781152962185,std
41,relu,4,4,30,False,168,2.6181871851348926,std
42,relu,4,4,36,True,168,11.558046846869102,std
43,relu,4,4,36,False,168,2.179395259833181,std
44,relu,4,4,42,True,168,9.44136936544642,std
45,relu,4,4,42,False,168,2.5472069846767798,std
46,relu,4,4,48,True,168,12.273423873790186,std
47,relu,4,4,48,False,168,2.576360982673139,std
48,relu,5,4,6,True,168,5.929963551089016,std
49,relu,5,4,6,False,168,2.0508167027421176,std
50,relu,5,4,12,True,168,7.113153321006343,std
51,relu,5,4,12,False,168,2.567156289188879,std
52,relu,5,4,18,True,168,10.283037986049788,std
53,relu,5,4,18,False,168,2.5558602545944975,std
54,relu,5,4,24,True,168,8.624331210616933,std
55,relu,5,4,24,False,168,2.3716486075017524,std
56,relu,5,4,30,True,168,11.435667420610686,std
57,relu,5,4,30,False,168,2.1519289182733026,std
58,relu,5,4,36,True,168,11.933782433728481,std
59,relu,5,4,36,False,168,1.999954256946635,std
60,relu,5,4,42,True,168,8.902207968656842,std
61,relu,5,4,42,False,168,2.172814786753269,std
62,relu,5,4,48,True,168,12.151662824058564,std
63,relu,5,4,48,False,168,2.298227467965952,std
64,relu,6,4,6,True,168,5.626719357357294,std
65,relu,6,4,6,False,168,2.3763321031408418,std
66,relu,6,4,12,True,168,5.961774753887969,std
67,relu,6,4,12,False,168,1.9919398659340966,std
68,relu,6,4,18,True,168,9.704177334530998,std
69,relu,6,4,18,False,168,2.0266224841047693,std
70,relu,6,4,24,True,168,7.415680464805108,std
71,relu,6,4,24,False,168,1.9735097273760618,std
72,relu,6,4,30,True,168,11.351012690097502,std
73,relu,6,4,30,False,168,2.1895003400548516,std
74,relu,6,4,36,True,168,11.655430391054333,std
75,relu,6,4,36,False,168,2.0301102815702485,std
76,relu,6,4,42,True,168,9.143078123971,std
77,relu,6,4,42,False,168,2.2114598510659067,std
78,relu,6,4,48,True,168,12.867885364119386,std
79,relu,6,4,48,False,168,2.129906324747989,std
80,relu,7,4,6,True,168,5.072403012029101,std
81,relu,7,4,6,False,168,2.137357481878245,std
82,relu,7,4,12,True,168,6.016345780547705,std
83,relu,7,4,12,False,168,2.0821971452135606,std
84,relu,7,4,18,True,168,9.586331711075125,std
85,relu,7,4,18,False,168,1.9340199477759783,std
86,relu,7,4,24,True,168,8.462872590363341,std
87,relu,7,4,24,False,168,1.9512151925146615,std
88,relu,7,4,30,True,168,10.516128370552385,std
89,relu,7,4,30,False,168,1.9804328124066146,std
90,relu,7,4,36,True,168,12.038556832978779,std
91,relu,7,4,36,False,168,1.997059966804329,std
92,relu,7,4,42,True,168,9.207340776617494,std
93,relu,7,4,42,False,168,2.1463925949452243,std
94,relu,7,4,48,True,168,12.024833275170018,std
95,relu,7,4,48,False,168,1.973888278090243,std
96,relu,8,4,6,True,168,5.256786292625082,std
97,relu,8,4,6,False,168,2.0581996026553204,std
98,relu,8,4,12,True,168,5.016810726388022,std
99,relu,8,4,12,False,168,1.9958790030316322,std
100,relu,8,4,18,True,168,9.174817357170783,std
101,relu,8,4,18,False,168,2.0488176541182885,std
102,relu,8,4,24,True,168,6.91972525670244,std
103,relu,8,4,24,False,168,2.1384624613456484,std
104,relu,8,4,30,True,168,10.823822045574586,std
105,relu,8,4,30,False,168,2.0243420787179343,std
106,relu,8,4,36,True,168,11.992256736883542,std
107,relu,8,4,36,False,168,2.045529320382508,std
108,relu,8,4,42,True,168,8.929537511459428,std
109,relu,8,4,42,False,168,2.03376492927213,std
110,relu,8,4,48,True,168,12.230244703526468,std
111,relu,8,4,48,False,168,1.983539330117473,std
112,relu,9,4,6,True,168,4.780753521464088,std
113,relu,9,4,6,False,168,1.9928951063236566,std
114,relu,9,4,12,True,168,5.370567100950917,std
115,relu,9,4,12,False,168,2.1225750218182675,std
116,relu,9,4,18,True,168,9.275002805650637,std
117,relu,9,4,18,False,168,1.9842035574902104,std
118,relu,9,4,24,True,168,7.434742435348722,std
119,relu,9,4,24,False,168,1.8290006068368907,std
120,relu,9,4,30,True,168,11.341793157855918,std
121,relu,9,4,30,False,168,2.0228526596284047,std
122,relu,9,4,36,True,168,11.800832484233535,std
123,relu,9,4,36,False,168,1.854005293637388,std
124,relu,9,4,42,True,168,8.468977261101166,std
125,relu,9,4,42,False,168,1.9373632034424244,std
126,relu,9,4,48,True,168,12.00820775092925,std
127,relu,9,4,48,False,168,1.9533158160176893,std
128,tanh,2,4,6,True,168,6.043192564227035,std
129,tanh,2,4,6,False,168,2.784126659193852,std
130,tanh,2,4,12,True,168,8.195624871074253,std
131,tanh,2,4,12,False,168,2.625897425301703,std
132,tanh,2,4,18,True,168,10.371261367938713,std
133,tanh,2,4,18,False,168,2.5703359335615166,std
134,tanh,2,4,24,True,168,8.351470107504614,std
135,tanh,2,4,24,False,168,2.710920085323797,std
136,tanh,2,4,30,True,168,11.54377501133084,std
137,tanh,2,4,30,False,168,2.596672167920079,std
138,tanh,2,4,36,True,168,11.813258579303588,std
139,tanh,2,4,36,False,168,2.7671692324639943,std
140,tanh,2,4,42,True,168,9.649011710249663,std
141,tanh,2,4,42,False,168,2.44152992976776,std
142,tanh,2,4,48,True,168,11.383118754940705,std
143,tanh,2,4,48,False,168,2.4616432874533976,std
144,tanh,3,4,6,True,168,6.362558614953257,std
145,tanh,3,4,6,False,168,2.9908461828778923,std
146,tanh,3,4,12,True,168,7.308477089012311,std
147,tanh,3,4,12,False,168,2.5409683790105264,std
148,tanh,3,4,18,True,168,9.861453454788442,std
149,tanh,3,4,18,False,168,2.2873811176310865,std
150,tanh,3,4,24,True,168,8.304782850366239,std
151,tanh,3,4,24,False,168,2.7414436124516968,std
152,tanh,3,4,30,True,168,11.152452556583842,std
153,tanh,3,4,30,False,168,2.455819001915095,std
154,tanh,3,4,36,True,168,11.211581188301526,std
155,tanh,3,4,36,False,168,2.358434836846237,std
156,tanh,3,4,42,True,168,8.763673486328845,std
157,tanh,3,4,42,False,168,2.442525789535166,std
158,tanh,3,4,48,True,168,11.753216565360335,std
159,tanh,3,4,48,False,168,2.4343739821778105,std
160,tanh,4,4,6,True,168,5.824641859661863,std
161,tanh,4,4,6,False,168,1.9374508035446938,std
162,tanh,4,4,12,True,168,6.494098133717118,std
163,tanh,4,4,12,False,168,2.1917223940240906,std
164,tanh,4,4,18,True,168,9.17366285488178,std
165,tanh,4,4,18,False,168,2.0871551351730706,std
166,tanh,4,4,24,True,168,7.973230419700928,std
167,tanh,4,4,24,False,168,2.09538427528718,std
168,tanh,4,4,30,True,168,10.59527537761935,std
169,tanh,4,4,30,False,168,2.0919605287526255,std
170,tanh,4,4,36,True,168,11.605838270527588,std
171,tanh,4,4,36,False,168,1.981822150451325,std
172,tanh,4,4,42,True,168,8.943932374708607,std
173,tanh,4,4,42,False,168,1.984240636290003,std
174,tanh,4,4,48,True,168,11.935264531316498,std
175,tanh,4,4,48,False,168,2.135940970677935,std
176,tanh,5,4,6,True,168,5.034614561165435,std
177,tanh,5,4,6,False,168,2.070960897968663,std
178,tanh,5,4,12,True,168,5.97652246219036,std
179,tanh,5,4,12,False,168,2.2589511020238313,std
180,tanh,5,4,18,True,168,9.872190251797976,std
181,tanh,5,4,18,False,168,2.2810267495627454,std
182,tanh,5,4,24,True,168,7.73344117023112,std
183,tanh,5,4,24,False,168,1.988400955698804,std
184,tanh,5,4,30,True,168,10.799458378325212,std
185,tanh,5,4,30,False,168,1.9128874302337844,std
186,tanh,5,4,36,True,168,11.702596230934047,std
187,tanh,5,4,36,False,168,1.9129881237385242,std
188,tanh,5,4,42,True,168,8.841013776626804,std
189,tanh,5,4,42,False,168,1.991376665685335,std
190,tanh,5,4,48,True,168,11.49752032061411,std
191,tanh,5,4,48,False,168,2.0150221925342104,std
192,tanh,6,4,6,True,168,4.769586937414087,std
193,tanh,6,4,6,False,168,2.1171423030478698,std
194,tanh,6,4,12,True,168,5.6891639881411695,std
195,tanh,6,4,12,False,168,1.91482083540413,std
196,tanh,6,4,18,True,168,9.46254471691906,std
197,tanh,6,4,18,False,168,1.9348086749659559,std
198,tanh,6,4,24,True,168,7.324550190694464,std
199,tanh,6,4,24,False,168,1.9583676808493091,std
200,tanh,6,4,30,True,168,10.65762819211007,std
201,tanh,6,4,30,False,168,1.9537575490597852,std
202,tanh,6,4,36,True,168,11.457739286878757,std
203,tanh,6,4,36,False,168,1.847414945831448,std
204,tanh,6,4,42,True,168,8.897166613068656,std
205,tanh,6,4,42,False,168,1.89594707787546,std
206,tanh,6,4,48,True,168,11.605547485568303,std
207,tanh,6,4,48,False,168,1.9303795456608417,std
208,tanh,7,4,6,True,168,4.321882155143322,std
209,tanh,7,4,6,False,168,1.8625256937724137,std
210,tanh,7,4,12,True,168,6.268251056502751,std
211,tanh,7,4,12,False,168,2.090098346856458,std
212,tanh,7,4,18,True,168,9.368038745407842,std
213,tanh,7,4,18,False,168,1.9035148332128102,std
214,tanh,7,4,24,True,168,8.438629778165259,std
215,tanh,7,4,24,False,168,1.85305119929422,std
216,tanh,7,4,30,True,168,10.332671597796525,std
217,tanh,7,4,30,False,168,1.845283612197564,std
218,tanh,7,4,36,True,168,11.538510504081637,std
219,tanh,7,4,36,False,168,1.8206373580140731,std
220,tanh,7,4,42,True,168,8.919423625192513,std
221,tanh,7,4,42,False,168,2.094342854357763,std
222,tanh,7,4,48,True,168,11.182386119242727,std
223,tanh,7,4,48,False,168,1.890539245997407,std
224,tanh,8,4,6,True,168,4.859705749956707,std
225,tanh,8,4,6,False,168,1.867804501824457,std
226,tanh,8,4,12,True,168,4.970420657488144,std
227,tanh,8,4,12,False,168,1.7641091653548648,std
228,tanh,8,4,18,True,168,9.144515694589925,std
229,tanh,8,4,18,False,168,1.9304695299633396,std
230,tanh,8,4,24,True,168,6.898547103078774,std
231,tanh,8,4,24,False,168,1.8879050519165987,std
232,tanh,8,4,30,True,168,10.807538441977577,std
233,tanh,8,4,30,False,168,1.7738955178062998,std
234,tanh,8,4,36,True,168,11.306444052163895,std
235,tanh,8,4,36,False,168,1.9153290793615598,std
236,tanh,8,4,42,True,168,8.699778058564013,std
237,tanh,8,4,42,False,168,1.9490038911448577,std
238,tanh,8,4,48,True,168,11.51962239297548,std
239,tanh,8,4,48,False,168,1.9058824734207729,std
240,tanh,9,4,6,True,168,4.060431560469636,std
241,tanh,9,4,6,False,168,1.8607305404819263,std
242,tanh,9,4,12,True,168,5.352821388159797,std
243,tanh,9,4,12,False,168,1.8610950278251448,std
244,tanh,9,4,18,True,168,9.093050173833504,std
245,tanh,9,4,18,False,168,1.693248138915197,std
246,tanh,9,4,24,True,168,7.4308483622473025,std
247,tanh,9,4,24,False,168,1.7375518543589155,std
248,tanh,9,4,30,True,168,10.370257321359254,std
249,tanh,9,4,30,False,168,1.811858673237739,std
250,tanh,9,4,36,True,168,11.137101407567567,std
251,tanh,9,4,36,False,168,1.7785570819818501,std
252,tanh,9,4,42,True,168,8.053172075302832,std
253,tanh,9,4,42,False,168,1.7871919859801024,std
254,tanh,9,4,48,True,168,11.438196681646165,std
255,tanh,9,4,48,False,168,1.8505164302507415,std
256,sigmoid,2,4,6,True,168,7.127258097004334,std
257,sigmoid,2,4,6,False,168,4.051037889073471,std
258,sigmoid,2,4,12,True,168,9.363248639257016,std
259,sigmoid,2,4,12,False,168,3.670014515349216,std
260,sigmoid,2,4,18,True,168,10.936391613913125,std
261,sigmoid,2,4,18,False,168,3.792274847371259,std
262,sigmoid,2,4,24,True,168,10.14129587386091,std
263,sigmoid,2,4,24,False,168,4.004967058079727,std
264,sigmoid,2,4,30,True,168,11.370042009183596,std
265,sigmoid,2,4,30,False,168,4.374895084780081,std
266,sigmoid,2,4,36,True,168,11.47008106954175,std
267,sigmoid,2,4,36,False,168,4.377691692614919,std
268,sigmoid,2,4,42,True,168,9.957152445759295,std
269,sigmoid,2,4,42,False,168,3.9946784614773163,std
270,sigmoid,2,4,48,True,168,11.369282761015564,std
271,sigmoid,2,4,48,False,168,4.167606590547234,std
272,sigmoid,3,4,6,True,168,6.985677514485469,std
273,sigmoid,3,4,6,False,168,3.7572506589967642,std
274,sigmoid,3,4,12,True,168,8.224551583204812,std
275,sigmoid,3,4,12,False,168,3.334003529552293,std
276,sigmoid,3,4,18,True,168,10.25958184505212,std
277,sigmoid,3,4,18,False,168,3.4894072580122386,std
278,sigmoid,3,4,24,True,168,9.575318198183146,std
279,sigmoid,3,4,24,False,168,3.710531457507953,std
280,sigmoid,3,4,30,True,168,10.987391896521515,std
281,sigmoid,3,4,30,False,168,3.5111638234145555,std
282,sigmoid,3,4,36,True,168,11.144762057341543,std
283,sigmoid,3,4,36,False,168,3.3640980784184378,std
284,sigmoid,3,4,42,True,168,9.402158682206936,std
285,sigmoid,3,4,42,False,168,3.3494568901522492,std
286,sigmoid,3,4,48,True,168,11.696973393296085,std
287,sigmoid,3,4,48,False,168,3.3396665306560185,std
288,sigmoid,4,4,6,True,168,7.378114754034347,std
289,sigmoid,4,4,6,False,168,3.7025606451041924,std
290,sigmoid,4,4,12,True,168,7.590028865060199,std
291,sigmoid,4,4,12,False,168,3.5739720851049657,std
292,sigmoid,4,4,18,True,168,9.835177106986762,std
293,sigmoid,4,4,18,False,168,3.299478929194143,std
294,sigmoid,4,4,24,True,168,9.054195598525615,std
295,sigmoid,4,4,24,False,168,3.5281504238923183,std
296,sigmoid,4,4,30,True,168,10.733179747023149,std
297,sigmoid,4,4,30,False,168,3.254746670414017,std
298,sigmoid,4,4,36,True,168,11.271785245186338,std
299,sigmoid,4,4,36,False,168,2.9621005472252997,std
300,sigmoid,4,4,42,True,168,9.565844359417252,std
301,sigmoid,4,4,42,False,168,3.33268462475621,std
302,sigmoid,4,4,48,True,168,11.59186282729613,std
303,sigmoid,4,4,48,False,168,3.125797664020703,std
304,sigmoid,5,4,6,True,168,6.541782521796807,std
305,sigmoid,5,4,6,False,168,3.17287280228312,std
306,sigmoid,5,4,12,True,168,7.037231040031831,std
307,sigmoid,5,4,12,False,168,3.068498905248044,std
308,sigmoid,5,4,18,True,168,9.899379515998524,std
309,sigmoid,5,4,18,False,168,3.250057695036299,std
310,sigmoid,5,4,24,True,168,8.076377419634309,std
311,sigmoid,5,4,24,False,168,3.15296097654136,std
312,sigmoid,5,4,30,True,168,10.903478031926218,std
313,sigmoid,5,4,30,False,168,3.116250919797579,std
314,sigmoid,5,4,36,True,168,11.367138707072533,std
315,sigmoid,5,4,36,False,168,3.036540531005698,std
316,sigmoid,5,4,42,True,168,9.241038755033033,std
317,sigmoid,5,4,42,False,168,3.4405680145273694,std
318,sigmoid,5,4,48,True,168,11.324472897035859,std
319,sigmoid,5,4,48,False,168,3.225008824266347,std
320,sigmoid,6,4,6,True,168,6.451961586304697,std
321,sigmoid,6,4,6,False,168,3.0298711811731835,std
322,sigmoid,6,4,12,True,168,7.062368857938588,std
323,sigmoid,6,4,12,False,168,2.8927103030174472,std
324,sigmoid,6,4,18,True,168,9.683715196627354,std
325,sigmoid,6,4,18,False,168,2.81243913365579,std
326,sigmoid,6,4,24,True,168,8.219550586727658,std
327,sigmoid,6,4,24,False,168,2.8537774455517066,std
328,sigmoid,6,4,30,True,168,10.813382494754523,std
329,sigmoid,6,4,30,False,168,2.6641104898658434,std
330,sigmoid,6,4,36,True,168,11.273478587024028,std
331,sigmoid,6,4,36,False,168,2.693526785594207,std
332,sigmoid,6,4,42,True,168,9.4571723074788,std
333,sigmoid,6,4,42,False,168,2.8849035346069503,std
334,sigmoid,6,4,48,True,168,11.361949915116698,std
335,sigmoid,6,4,48,False,168,2.8765126209565426,std
336,sigmoid,7,4,6,True,168,6.040668097039812,std
337,sigmoid,7,4,6,False,168,2.79834351391769,std
338,sigmoid,7,4,12,True,168,7.442072601913879,std
339,sigmoid,7,4,12,False,168,2.970698253575656,std
340,sigmoid,7,4,18,True,168,9.596121249487767,std
341,sigmoid,7,4,18,False,168,2.928684741466321,std
342,sigmoid,7,4,24,True,168,8.899653133000992,std
343,sigmoid,7,4,24,False,168,2.7825870764497567,std
344,sigmoid,7,4,30,True,168,10.426047280799214,std
345,sigmoid,7,4,30,False,168,2.562519366109629,std
346,sigmoid,7,4,36,True,168,11.230850470601421,std
347,sigmoid,7,4,36,False,168,2.5485005845160495,std
348,sigmoid,7,4,42,True,168,9.394771546469936,std
349,sigmoid,7,4,42,False,168,2.6775019336679624,std
350,sigmoid,7,4,48,True,168,11.238605468265765,std
351,sigmoid,7,4,48,False,168,2.735543525668248,std
352,sigmoid,8,4,6,True,168,6.701523803728192,std
353,sigmoid,8,4,6,False,168,3.07681704223065,std
354,sigmoid,8,4,12,True,168,6.209993032914429,std
355,sigmoid,8,4,12,False,168,2.975811350118732,std
356,sigmoid,8,4,18,True,168,9.480032741632684,std
357,sigmoid,8,4,18,False,168,2.9673707143642996,std
358,sigmoid,8,4,24,True,168,7.72841382649633,std
359,sigmoid,8,4,24,False,168,2.966780879562868,std
360,sigmoid,8,4,30,True,168,10.721176483771464,std
361,sigmoid,8,4,30,False,168,2.6307009872388205,std
362,sigmoid,8,4,36,True,168,11.223172222250218,std
363,sigmoid,8,4,36,False,168,2.6009068359735004,std
364,sigmoid,8,4,42,True,168,9.198437798802617,std
365,sigmoid,8,4,42,False,168,2.726528367106406,std
366,sigmoid,8,4,48,True,168,11.446973689991236,std
367,sigmoid,8,4,48,False,168,2.5592916560454726,std
368,sigmoid,9,4,6,True,168,5.827332534649895,std
369,sigmoid,9,4,6,False,168,2.647017791696955,std
370,sigmoid,9,4,12,True,168,6.7764965706898765,std
371,sigmoid,9,4,12,False,168,2.769353530799698,std
372,sigmoid,9,4,18,True,168,9.259264143259934,std
373,sigmoid,9,4,18,False,168,2.848188689787929,std
374,sigmoid,9,4,24,True,168,7.730801038948958,std
375,sigmoid,9,4,24,False,168,2.8135045229285747,std
376,sigmoid,9,4,30,True,168,10.617216535203916,std
377,sigmoid,9,4,30,False,168,2.8551070334192774,std
378,sigmoid,9,4,36,True,168,11.160710581705953,std
379,sigmoid,9,4,36,False,168,2.666956723107863,std
380,sigmoid,9,4,42,True,168,8.531652485351438,std
381,sigmoid,9,4,42,False,168,2.617316667469345,std
382,sigmoid,9,4,48,True,168,11.375936600880609,std
383,sigmoid,9,4,48,False,168,2.6565469134556903,std
